year,ncessch,school_name,state_location,grade_crdc,enrl_algebra1,students_passing_algebra1
"2017","063560006064","Costanoa Continuation High","CA","Grades 7 and 8","",""
"2017","063560006064","Costanoa Continuation High","CA","Grades 9 and 10","",""
"2017","063560006064","Costanoa Continuation High","CA","Grades 11 and 12","",""
"2017","063560006064","Costanoa Continuation High","CA","Total","",""
"2017","061233012274","Cosumnes Oaks High","CA","Grades 7 and 8","",""
"2017","061233012274","Cosumnes Oaks High","CA","Grades 9 and 10","415","313"
"2017","061233012274","Cosumnes Oaks High","CA","Grades 11 and 12","101","85"
"2017","061233012274","Cosumnes Oaks High","CA","Total","516","398"
"2017","060994014180","Cotati-Rohnert Park Preschool","CA","Grades 7 and 8","",""
"2017","060994014180","Cotati-Rohnert Park Preschool","CA","Grades 9 and 10","",""
"2017","060994014180","Cotati-Rohnert Park Preschool","CA","Grades 11 and 12","",""
"2017","060994014180","Cotati-Rohnert Park Preschool","CA","Total","",""
"2017","062610007309","Cottonwood Community Day","CA","Grades 7 and 8","",""
"2017","062610007309","Cottonwood Community Day","CA","Grades 9 and 10","",""
"2017","062610007309","Cottonwood Community Day","CA","Grades 11 and 12","",""
"2017","062610007309","Cottonwood Community Day","CA","Total","",""
"2017","060999014148","Cottonwood Preschool","CA","Grades 7 and 8","",""
"2017","060999014148","Cottonwood Preschool","CA","Grades 9 and 10","",""
"2017","060999014148","Cottonwood Preschool","CA","Grades 11 and 12","",""
"2017","060999014148","Cottonwood Preschool","CA","Total","",""
"2017","062394009576","Coulterville High","CA","Grades 7 and 8","",""
"2017","062394009576","Coulterville High","CA","Grades 9 and 10","6","6"
"2017","062394009576","Coulterville High","CA","Grades 11 and 12","0","0"
"2017","062394009576","Coulterville High","CA","Total","6","6"
"2017","064059006698","Country High","CA","Grades 7 and 8","",""
"2017","064059006698","Country High","CA","Grades 9 and 10","25","24"
"2017","064059006698","Country High","CA","Grades 11 and 12","4","4"
"2017","064059006698","Country High","CA","Total","29","28"
"2017","063993011528","Countryside Community Day","CA","Grades 7 and 8","",""
"2017","063993011528","Countryside Community Day","CA","Grades 9 and 10","8","4"
"2017","063993011528","Countryside Community Day","CA","Grades 11 and 12","7","1"
"2017","063993011528","Countryside Community Day","CA","Total","15","5"
"2017","062610013837","County Collaborative Charter","CA","Grades 7 and 8","",""
"2017","062610013837","County Collaborative Charter","CA","Grades 9 and 10","",""
"2017","062610013837","County Collaborative Charter","CA","Grades 11 and 12","",""
"2017","062610013837","County Collaborative Charter","CA","Total","",""
"2017","069100109474","County Community","CA","Grades 7 and 8","",""
"2017","069100109474","County Community","CA","Grades 9 and 10","",""
"2017","069100109474","County Community","CA","Grades 11 and 12","0","0"
"2017","069100109474","County Community","CA","Total","0","0"
"2017","061005001093","Covina High","CA","Grades 7 and 8","",""
"2017","061005001093","Covina High","CA","Grades 9 and 10","301","150"
"2017","061005001093","Covina High","CA","Grades 11 and 12","7","4"
"2017","061005001093","Covina High","CA","Total","308","154"
"2017","063432011149","Crawford High","CA","Grades 7 and 8","",""
"2017","063432011149","Crawford High","CA","Grades 9 and 10","277","196"
"2017","063432011149","Crawford High","CA","Grades 11 and 12","22","7"
"2017","063432011149","Crawford High","CA","Total","299","203"
"2017","060133211074","Creative Connections Arts Academy","CA","Grades 7 and 8","",""
"2017","060133211074","Creative Connections Arts Academy","CA","Grades 9 and 10","61","52"
"2017","060133211074","Creative Connections Arts Academy","CA","Grades 11 and 12","1","1"
"2017","060133211074","Creative Connections Arts Academy","CA","Total","62","53"
"2017","060994012635","Credo High","CA","Grades 7 and 8","",""
"2017","060994012635","Credo High","CA","Grades 9 and 10","79","77"
"2017","060994012635","Credo High","CA","Grades 11 and 12","0","0"
"2017","060994012635","Credo High","CA","Total","79","77"
"2017","063720002851","Creekside High","CA","Grades 7 and 8","",""
"2017","063720002851","Creekside High","CA","Grades 9 and 10","5","1"
"2017","063720002851","Creekside High","CA","Grades 11 and 12","11","0"
"2017","063720002851","Creekside High","CA","Total","16","1"
"2017","068450007063","Creekside High","CA","Grades 7 and 8","",""
"2017","068450007063","Creekside High","CA","Grades 9 and 10","5","2"
"2017","068450007063","Creekside High","CA","Grades 11 and 12","31","18"
"2017","068450007063","Creekside High","CA","Total","36","20"
"2017","062271011312","Crenshaw Arts-Technology Charter High","CA","Grades 7 and 8","",""
"2017","062271011312","Crenshaw Arts-Technology Charter High","CA","Grades 9 and 10","29","29"
"2017","062271011312","Crenshaw Arts-Technology Charter High","CA","Grades 11 and 12","0","0"
"2017","062271011312","Crenshaw Arts-Technology Charter High","CA","Total","29","29"
"2017","062271002941","Crenshaw Sci Tech Engr Math and Med Magnet","CA","Grades 7 and 8","",""
"2017","062271002941","Crenshaw Sci Tech Engr Math and Med Magnet","CA","Grades 9 and 10","203","80"
"2017","062271002941","Crenshaw Sci Tech Engr Math and Med Magnet","CA","Grades 11 and 12","54","18"
"2017","062271002941","Crenshaw Sci Tech Engr Math and Med Magnet","CA","Total","257","98"
"2017","063804014209","Crescent Valley Public Charter II","CA","Grades 7 and 8","",""
"2017","063804014209","Crescent Valley Public Charter II","CA","Grades 9 and 10","",""
"2017","063804014209","Crescent Valley Public Charter II","CA","Grades 11 and 12","",""
"2017","063804014209","Crescent Valley Public Charter II","CA","Total","",""
"2017","063804012734","Crescent Valley Public Charter","CA","Grades 7 and 8","",""
"2017","063804012734","Crescent Valley Public Charter","CA","Grades 9 and 10","",""
"2017","063804012734","Crescent Valley Public Charter","CA","Grades 11 and 12","",""
"2017","063804012734","Crescent Valley Public Charter","CA","Total","",""
"2017","064221012485","Crescent View South Charter","CA","Grades 7 and 8","",""
"2017","064221012485","Crescent View South Charter","CA","Grades 9 and 10","",""
"2017","064221012485","Crescent View South Charter","CA","Grades 11 and 12","",""
"2017","064221012485","Crescent View South Charter","CA","Total","",""
"2017","064221014204","Crescent View South II","CA","Grades 7 and 8","",""
"2017","064221014204","Crescent View South II","CA","Grades 9 and 10","",""
"2017","064221014204","Crescent View South II","CA","Grades 11 and 12","",""
"2017","064221014204","Crescent View South II","CA","Total","",""
"2017","069100710789","Crescent View West Charter","CA","Grades 7 and 8","",""
"2017","069100710789","Crescent View West Charter","CA","Grades 9 and 10","",""
"2017","069100710789","Crescent View West Charter","CA","Grades 11 and 12","",""
"2017","069100710789","Crescent View West Charter","CA","Total","",""
"2017","061524001923","Crescenta Valley High","CA","Grades 7 and 8","",""
"2017","061524001923","Crescenta Valley High","CA","Grades 9 and 10","404","92"
"2017","061524001923","Crescenta Valley High","CA","Grades 11 and 12","26","8"
"2017","061524001923","Crescenta Valley High","CA","Total","430","100"
"2017","062274012358","Crossroads Alternative Education Center","CA","Grades 7 and 8","",""
"2017","062274012358","Crossroads Alternative Education Center","CA","Grades 9 and 10","",""
"2017","062274012358","Crossroads Alternative Education Center","CA","Grades 11 and 12","",""
"2017","062274012358","Crossroads Alternative Education Center","CA","Total","",""
"2017","060318011283","Crossroads Charter","CA","Grades 7 and 8","",""
"2017","060318011283","Crossroads Charter","CA","Grades 9 and 10","",""
"2017","060318011283","Crossroads Charter","CA","Grades 11 and 12","",""
"2017","060318011283","Crossroads Charter","CA","Total","",""
"2017","062637000183","Crossroads High (Alternative)","CA","Grades 7 and 8","",""
"2017","062637000183","Crossroads High (Alternative)","CA","Grades 9 and 10","0","0"
"2017","062637000183","Crossroads High (Alternative)","CA","Grades 11 and 12","3","0"
"2017","062637000183","Crossroads High (Alternative)","CA","Total","3","0"
"2017","062706001921","Crossroads High (Alternative)","CA","Grades 7 and 8","",""
"2017","062706001921","Crossroads High (Alternative)","CA","Grades 9 and 10","1","1"
"2017","062706001921","Crossroads High (Alternative)","CA","Grades 11 and 12","3","1"
"2017","062706001921","Crossroads High (Alternative)","CA","Total","4","2"
"2017","061026001116","Culver City High","CA","Grades 7 and 8","",""
"2017","061026001116","Culver City High","CA","Grades 9 and 10","445","429"
"2017","061026001116","Culver City High","CA","Grades 11 and 12","8","6"
"2017","061026001116","Culver City High","CA","Total","453","435"
"2017","061026013708","Culver City Unified School District iAcademy","CA","Grades 7 and 8","",""
"2017","061026013708","Culver City Unified School District iAcademy","CA","Grades 9 and 10","1","1"
"2017","061026013708","Culver City Unified School District iAcademy","CA","Grades 11 and 12","1","1"
"2017","061026013708","Culver City Unified School District iAcademy","CA","Total","2","2"
"2017","061026007691","Culver Park High","CA","Grades 7 and 8","",""
"2017","061026007691","Culver Park High","CA","Grades 9 and 10","0","0"
"2017","061026007691","Culver Park High","CA","Grades 11 and 12","5","5"
"2017","061026007691","Culver Park High","CA","Total","5","5"
"2017","061443001695","Cupertino High","CA","Grades 7 and 8","",""
"2017","061443001695","Cupertino High","CA","Grades 9 and 10","192","173"
"2017","061443001695","Cupertino High","CA","Grades 11 and 12","5","3"
"2017","061443001695","Cupertino High","CA","Total","197","176"
"2017","061035008419","Cutler-Orosi Community Day","CA","Grades 7 and 8","",""
"2017","061035008419","Cutler-Orosi Community Day","CA","Grades 9 and 10","6","1"
"2017","061035008419","Cutler-Orosi Community Day","CA","Grades 11 and 12","1","0"
"2017","061035008419","Cutler-Orosi Community Day","CA","Total","7","1"
"2017","060000908779","Cuyama Valley High","CA","Grades 7 and 8","",""
"2017","060000908779","Cuyama Valley High","CA","Grades 9 and 10","14","14"
"2017","060000908779","Cuyama Valley High","CA","Grades 11 and 12","0","0"
"2017","060000908779","Cuyama Valley High","CA","Total","14","14"
"2017","062199011259","Cypress Charter High","CA","Grades 7 and 8","",""
"2017","062199011259","Cypress Charter High","CA","Grades 9 and 10","42","1"
"2017","062199011259","Cypress Charter High","CA","Grades 11 and 12","0","0"
"2017","062199011259","Cypress Charter High","CA","Total","42","1"
"2017","060263000172","Cypress High","CA","Grades 7 and 8","",""
"2017","060263000172","Cypress High","CA","Grades 9 and 10","835","724"
"2017","060263000172","Cypress High","CA","Grades 11 and 12","10","4"
"2017","060263000172","Cypress High","CA","Total","845","728"
"2017","061062012422","Da Vinci Charter Academy","CA","Grades 7 and 8","63","59"
"2017","061062012422","Da Vinci Charter Academy","CA","Grades 9 and 10","28","9"
"2017","061062012422","Da Vinci Charter Academy","CA","Grades 11 and 12","0","0"
"2017","061062012422","Da Vinci Charter Academy","CA","Total","91","68"
"2017","060142813832","Da Vinci Communications High","CA","Grades 7 and 8","",""
"2017","060142813832","Da Vinci Communications High","CA","Grades 9 and 10","97","0"
"2017","060142813832","Da Vinci Communications High","CA","Grades 11 and 12","0","0"
"2017","060142813832","Da Vinci Communications High","CA","Total","97","0"
"2017","060142812410","Da Vinci Design","CA","Grades 7 and 8","",""
"2017","060142812410","Da Vinci Design","CA","Grades 9 and 10","117","0"
"2017","060142812410","Da Vinci Design","CA","Grades 11 and 12","3","0"
"2017","060142812410","Da Vinci Design","CA","Total","120","0"
"2017","060142812208","Da Vinci Science","CA","Grades 7 and 8","",""
"2017","060142812208","Da Vinci Science","CA","Grades 9 and 10","53","0"
"2017","060142812208","Da Vinci Science","CA","Grades 11 and 12","0","0"
"2017","060142812208","Da Vinci Science","CA","Total","53","0"
"2017","061524001924","Daily (Allan F.) High (Continuation)","CA","Grades 7 and 8","",""
"2017","061524001924","Daily (Allan F.) High (Continuation)","CA","Grades 9 and 10","",""
"2017","061524001924","Daily (Allan F.) High (Continuation)","CA","Grades 11 and 12","29","24"
"2017","061524001924","Daily (Allan F.) High (Continuation)","CA","Total","29","24"
"2017","069104910343","Dan Jacobs","CA","Grades 7 and 8","",""
"2017","069104910343","Dan Jacobs","CA","Grades 9 and 10","2","0"
"2017","069104910343","Dan Jacobs","CA","Grades 11 and 12","10","1"
"2017","069104910343","Dan Jacobs","CA","Total","12","1"
"2017","060744000689","Dana Hills High","CA","Grades 7 and 8","",""
"2017","060744000689","Dana Hills High","CA","Grades 9 and 10","479","340"
"2017","060744000689","Dana Hills High","CA","Grades 11 and 12","17","13"
"2017","060744000689","Dana Hills High","CA","Total","496","353"
"2017","062271012525","Daniel Pearl Journalism & Communications Magnet","CA","Grades 7 and 8","",""
"2017","062271012525","Daniel Pearl Journalism & Communications Magnet","CA","Grades 9 and 10","88","67"
"2017","062271012525","Daniel Pearl Journalism & Communications Magnet","CA","Grades 11 and 12","0","0"
"2017","062271012525","Daniel Pearl Journalism & Communications Magnet","CA","Total","88","67"
"2017","063726006307","Dario Cassina High","CA","Grades 7 and 8","",""
"2017","063726006307","Dario Cassina High","CA","Grades 9 and 10","14","1"
"2017","063726006307","Dario Cassina High","CA","Grades 11 and 12","12","0"
"2017","063726006307","Dario Cassina High","CA","Total","26","1"
"2017","062271003109","David Starr Jordan Senior High","CA","Grades 7 and 8","",""
"2017","062271003109","David Starr Jordan Senior High","CA","Grades 9 and 10","157","84"
"2017","062271003109","David Starr Jordan Senior High","CA","Grades 11 and 12","0","0"
"2017","062271003109","David Starr Jordan Senior High","CA","Total","157","84"
"2017","061062010344","Davis School for Independent Study","CA","Grades 7 and 8","4","4"
"2017","061062010344","Davis School for Independent Study","CA","Grades 9 and 10","11","9"
"2017","061062010344","Davis School for Independent Study","CA","Grades 11 and 12","0","0"
"2017","061062010344","Davis School for Independent Study","CA","Total","15","13"
"2017","061062001176","Davis Senior High","CA","Grades 7 and 8","",""
"2017","061062001176","Davis Senior High","CA","Grades 9 and 10","37","34"
"2017","061062001176","Davis Senior High","CA","Grades 11 and 12","7","3"
"2017","061062001176","Davis Senior High","CA","Total","44","37"
"2017","061062013626","Davis Special Education Pre-School","CA","Grades 7 and 8","",""
"2017","061062013626","Davis Special Education Pre-School","CA","Grades 9 and 10","",""
"2017","061062013626","Davis Special Education Pre-School","CA","Grades 11 and 12","",""
"2017","061062013626","Davis Special Education Pre-School","CA","Total","",""
"2017","061233001395","Daylor (William) High (Continuation)","CA","Grades 7 and 8","",""
"2017","061233001395","Daylor (William) High (Continuation)","CA","Grades 9 and 10","7","4"
"2017","061233001395","Daylor (William) High (Continuation)","CA","Grades 11 and 12","8","4"
"2017","061233001395","Daylor (William) High (Continuation)","CA","Total","15","8"
"2017","063255005018","De Anza High","CA","Grades 7 and 8","",""
"2017","063255005018","De Anza High","CA","Grades 9 and 10","351","275"
"2017","063255005018","De Anza High","CA","Grades 11 and 12","53","48"
"2017","063255005018","De Anza High","CA","Total","404","323"
"2017","061068007096","Death Valley High Academy","CA","Grades 7 and 8","",""
"2017","061068007096","Death Valley High Academy","CA","Grades 9 and 10","4","4"
"2017","061068007096","Death Valley High Academy","CA","Grades 11 and 12","0","0"
"2017","061068007096","Death Valley High Academy","CA","Total","4","4"
"2017","062691013202","Decoto School for Independent Study","CA","Grades 7 and 8","",""
"2017","062691013202","Decoto School for Independent Study","CA","Grades 9 and 10","3","2"
"2017","062691013202","Decoto School for Independent Study","CA","Grades 11 and 12","9","8"
"2017","062691013202","Decoto School for Independent Study","CA","Total","12","10"
"2017","060003508425","Deep Creek Academy","CA","Grades 7 and 8","",""
"2017","060003508425","Deep Creek Academy","CA","Grades 9 and 10","0","0"
"2017","060003508425","Deep Creek Academy","CA","Grades 11 and 12","18","6"
"2017","060003508425","Deep Creek Academy","CA","Total","18","6"
"2017","060285005724","Deer Valley High","CA","Grades 7 and 8","",""
"2017","060285005724","Deer Valley High","CA","Grades 9 and 10","498","247"
"2017","060285005724","Deer Valley High","CA","Grades 11 and 12","22","13"
"2017","060285005724","Deer Valley High","CA","Total","520","260"
"2017","061071010626","Dehesa Charter","CA","Grades 7 and 8","3","3"
"2017","061071010626","Dehesa Charter","CA","Grades 9 and 10","23","23"
"2017","061071010626","Dehesa Charter","CA","Grades 11 and 12","17","17"
"2017","061071010626","Dehesa Charter","CA","Total","43","43"
"2017","063513005946","Del Amigo High (Continuation)","CA","Grades 7 and 8","",""
"2017","063513005946","Del Amigo High (Continuation)","CA","Grades 9 and 10","10","3"
"2017","063513005946","Del Amigo High (Continuation)","CA","Grades 11 and 12","21","4"
"2017","063513005946","Del Amigo High (Continuation)","CA","Total","31","7"
"2017","063462005769","Del Campo High","CA","Grades 7 and 8","",""
"2017","063462005769","Del Campo High","CA","Grades 9 and 10","604","491"
"2017","063462005769","Del Campo High","CA","Grades 11 and 12","115","101"
"2017","063462005769","Del Campo High","CA","Total","719","592"
"2017","061291013061","Del Lago Academy - Campus of Applied Science","CA","Grades 7 and 8","",""
"2017","061291013061","Del Lago Academy - Campus of Applied Science","CA","Grades 9 and 10","225","208"
"2017","061291013061","Del Lago Academy - Campus of Applied Science","CA","Grades 11 and 12","1","1"
"2017","061291013061","Del Lago Academy - Campus of Applied Science","CA","Total","226","209"
"2017","060723000665","Del Mar High","CA","Grades 7 and 8","",""
"2017","060723000665","Del Mar High","CA","Grades 9 and 10","326","219"
"2017","060723000665","Del Mar High","CA","Grades 11 and 12","44","12"
"2017","060723000665","Del Mar High","CA","Total","370","231"
"2017","063442507166","Del Mar High","CA","Grades 7 and 8","",""
"2017","063442507166","Del Mar High","CA","Grades 9 and 10","",""
"2017","063442507166","Del Mar High","CA","Grades 11 and 12","",""
"2017","063442507166","Del Mar High","CA","Total","",""
"2017","069106308462","Del Norte Community","CA","Grades 7 and 8","",""
"2017","069106308462","Del Norte Community","CA","Grades 9 and 10","11","2"
"2017","069106308462","Del Norte Community","CA","Grades 11 and 12","6","1"
"2017","069106308462","Del Norte Community","CA","Total","17","3"
"2017","061077001193","Del Norte High","CA","Grades 7 and 8","",""
"2017","061077001193","Del Norte High","CA","Grades 9 and 10","169","56"
"2017","061077001193","Del Norte High","CA","Grades 11 and 12","23","17"
"2017","061077001193","Del Norte High","CA","Total","192","73"
"2017","063153012216","Del Norte High","CA","Grades 7 and 8","",""
"2017","063153012216","Del Norte High","CA","Grades 9 and 10","404","397"
"2017","063153012216","Del Norte High","CA","Grades 11 and 12","12","12"
"2017","063153012216","Del Norte High","CA","Total","416","409"
"2017","063075004782","Del Oro High","CA","Grades 7 and 8","",""
"2017","063075004782","Del Oro High","CA","Grades 9 and 10","480","416"
"2017","063075004782","Del Oro High","CA","Grades 11 and 12","28","18"
"2017","063075004782","Del Oro High","CA","Total","508","434"
"2017","063003010334","Del Puerto High","CA","Grades 7 and 8","",""
"2017","063003010334","Del Puerto High","CA","Grades 9 and 10","",""
"2017","063003010334","Del Puerto High","CA","Grades 11 and 12","",""
"2017","063003010334","Del Puerto High","CA","Total","",""
"2017","060330006562","Del Rio Continuation High","CA","Grades 7 and 8","",""
"2017","060330006562","Del Rio Continuation High","CA","Grades 9 and 10","",""
"2017","060330006562","Del Rio Continuation High","CA","Grades 11 and 12","21","14"
"2017","060330006562","Del Rio Continuation High","CA","Total","21","14"
"2017","062211002621","Del Valle Continuation High","CA","Grades 7 and 8","",""
"2017","062211002621","Del Valle Continuation High","CA","Grades 9 and 10","7","0"
"2017","062211002621","Del Valle Continuation High","CA","Grades 11 and 12","38","17"
"2017","062211002621","Del Valle Continuation High","CA","Total","45","17"
"2017","061086001206","Delano High","CA","Grades 7 and 8","",""
"2017","061086001206","Delano High","CA","Grades 9 and 10","314","252"
"2017","061086001206","Delano High","CA","Grades 11 and 12","8","8"
"2017","061086001206","Delano High","CA","Total","322","260"
"2017","060003907540","Delhi High","CA","Grades 7 and 8","",""
"2017","060003907540","Delhi High","CA","Grades 9 and 10","301","178"
"2017","060003907540","Delhi High","CA","Grades 11 and 12","21","18"
"2017","060003907540","Delhi High","CA","Total","322","196"
"2017","062703014183","Delta Charter Online No.2","CA","Grades 7 and 8","",""
"2017","062703014183","Delta Charter Online No.2","CA","Grades 9 and 10","",""
"2017","062703014183","Delta Charter Online No.2","CA","Grades 11 and 12","",""
"2017","062703014183","Delta Charter Online No.2","CA","Total","",""
"2017","062703013839","Delta Charter Online","CA","Grades 7 and 8","",""
"2017","062703013839","Delta Charter Online","CA","Grades 9 and 10","14","14"
"2017","062703013839","Delta Charter Online","CA","Grades 11 and 12","6","6"
"2017","062703013839","Delta Charter Online","CA","Total","20","20"
"2017","062703010391","Delta Charter","CA","Grades 7 and 8","",""
"2017","062703010391","Delta Charter","CA","Grades 9 and 10","64","53"
"2017","062703010391","Delta Charter","CA","Grades 11 and 12","11","6"
"2017","062703010391","Delta Charter","CA","Total","75","59"
"2017","063560006664","Delta Charter","CA","Grades 7 and 8","",""
"2017","063560006664","Delta Charter","CA","Grades 9 and 10","12","12"
"2017","063560006664","Delta Charter","CA","Grades 11 and 12","13","13"
"2017","063560006664","Delta Charter","CA","Total","25","25"
"2017","063311005123","Delta High","CA","Grades 7 and 8","",""
"2017","063311005123","Delta High","CA","Grades 9 and 10","6","3"
"2017","063311005123","Delta High","CA","Grades 11 and 12","3","3"
"2017","063311005123","Delta High","CA","Total","9","6"
"2017","063567006082","Delta High","CA","Grades 7 and 8","",""
"2017","063567006082","Delta High","CA","Grades 9 and 10","1","1"
"2017","063567006082","Delta High","CA","Grades 11 and 12","46","45"
"2017","063567006082","Delta High","CA","Total","47","46"
"2017","062703014175","Delta Keys Charter 2","CA","Grades 7 and 8","",""
"2017","062703014175","Delta Keys Charter 2","CA","Grades 9 and 10","1","1"
"2017","062703014175","Delta Keys Charter 2","CA","Grades 11 and 12","6","3"
"2017","062703014175","Delta Keys Charter 2","CA","Total","7","4"
"2017","061104010438","Denair Charter Academy","CA","Grades 7 and 8","",""
"2017","061104010438","Denair Charter Academy","CA","Grades 9 and 10","33","29"
"2017","061104010438","Denair Charter Academy","CA","Grades 11 and 12","19","19"
"2017","061104010438","Denair Charter Academy","CA","Total","52","48"
"2017","061104001218","Denair High","CA","Grades 7 and 8","",""
"2017","061104001218","Denair High","CA","Grades 9 and 10","74","58"
"2017","061104001218","Denair High","CA","Grades 11 and 12","0","0"
"2017","061104001218","Denair High","CA","Total","74","58"
"2017","062955008267","Desert Hot Springs High","CA","Grades 7 and 8","",""
"2017","062955008267","Desert Hot Springs High","CA","Grades 9 and 10","552","314"
"2017","062955008267","Desert Hot Springs High","CA","Grades 11 and 12","44","22"
"2017","062955008267","Desert Hot Springs High","CA","Total","596","336"
"2017","062649003995","Desert Junior-Senior High","CA","Grades 7 and 8","43","4"
"2017","062649003995","Desert Junior-Senior High","CA","Grades 9 and 10","36","21"
"2017","062649003995","Desert Junior-Senior High","CA","Grades 11 and 12","36","4"
"2017","062649003995","Desert Junior-Senior High","CA","Total","115","29"
"2017","062955013957","Desert Learning Academy","CA","Grades 7 and 8","",""
"2017","062955013957","Desert Learning Academy","CA","Grades 9 and 10","",""
"2017","062955013957","Desert Learning Academy","CA","Grades 11 and 12","",""
"2017","062955013957","Desert Learning Academy","CA","Total","",""
"2017","060907011175","Desert Mirage High","CA","Grades 7 and 8","",""
"2017","060907011175","Desert Mirage High","CA","Grades 9 and 10","489","359"
"2017","060907011175","Desert Mirage High","CA","Grades 11 and 12","23","13"
"2017","060907011175","Desert Mirage High","CA","Total","512","372"
"2017","060801000772","Desert Oasis High (Continuation)","CA","Grades 7 and 8","",""
"2017","060801000772","Desert Oasis High (Continuation)","CA","Grades 9 and 10","30","26"
"2017","060801000772","Desert Oasis High (Continuation)","CA","Grades 11 and 12","56","52"
"2017","060801000772","Desert Oasis High (Continuation)","CA","Total","86","78"
"2017","060282008714","Desert Sands Charter","CA","Grades 7 and 8","",""
"2017","060282008714","Desert Sands Charter","CA","Grades 9 and 10","",""
"2017","060282008714","Desert Sands Charter","CA","Grades 11 and 12","",""
"2017","060282008714","Desert Sands Charter","CA","Total","",""
"2017","060582000525","Desert Valley High (Continuation)","CA","Grades 7 and 8","",""
"2017","060582000525","Desert Valley High (Continuation)","CA","Grades 9 and 10","19","11"
"2017","060582000525","Desert Valley High (Continuation)","CA","Grades 11 and 12","46","26"
"2017","060582000525","Desert Valley High (Continuation)","CA","Total","65","37"
"2017","060282000204","Desert Winds Continuation High","CA","Grades 7 and 8","",""
"2017","060282000204","Desert Winds Continuation High","CA","Grades 9 and 10","10","1"
"2017","060282000204","Desert Winds Continuation High","CA","Grades 11 and 12","53","1"
"2017","060282000204","Desert Winds Continuation High","CA","Total","63","2"
"2017","061455010779","Design Science Early College High","CA","Grades 7 and 8","",""
"2017","061455010779","Design Science Early College High","CA","Grades 9 and 10","",""
"2017","061455010779","Design Science Early College High","CA","Grades 11 and 12","",""
"2017","061455010779","Design Science Early College High","CA","Total","",""
"2017","063498013774","Design Tech High","CA","Grades 7 and 8","",""
"2017","063498013774","Design Tech High","CA","Grades 9 and 10","53","49"
"2017","063498013774","Design Tech High","CA","Grades 11 and 12","3","2"
"2017","063498013774","Design Tech High","CA","Total","56","51"
"2017","062805004255","Dewey Academy","CA","Grades 7 and 8","",""
"2017","062805004255","Dewey Academy","CA","Grades 9 and 10","7","1"
"2017","062805004255","Dewey Academy","CA","Grades 11 and 12","36","4"
"2017","062805004255","Dewey Academy","CA","Total","43","5"
"2017","061455001720","Dewolf Continuation High","CA","Grades 7 and 8","",""
"2017","061455001720","Dewolf Continuation High","CA","Grades 9 and 10","15","2"
"2017","061455001720","Dewolf Continuation High","CA","Grades 11 and 12","66","3"
"2017","061455001720","Dewolf Continuation High","CA","Total","81","5"
"2017","062637008458","Diablo Community Day","CA","Grades 7 and 8","",""
"2017","062637008458","Diablo Community Day","CA","Grades 9 and 10","14","1"
"2017","062637008458","Diablo Community Day","CA","Grades 11 and 12","4","0"
"2017","062637008458","Diablo Community Day","CA","Total","18","1"
"2017","064128007894","Diamond Bar High","CA","Grades 7 and 8","",""
"2017","064128007894","Diamond Bar High","CA","Grades 9 and 10","196","169"
"2017","064128007894","Diamond Bar High","CA","Grades 11 and 12","14","12"
"2017","064128007894","Diamond Bar High","CA","Total","210","181"
"2017","063132007136","Diamond Ranch High","CA","Grades 7 and 8","",""
"2017","063132007136","Diamond Ranch High","CA","Grades 9 and 10","451","371"
"2017","063132007136","Diamond Ranch High","CA","Grades 11 and 12","291","277"
"2017","063132007136","Diamond Ranch High","CA","Total","742","648"
"2017","062949008366","Diamond Technology Institute","CA","Grades 7 and 8","",""
"2017","062949008366","Diamond Technology Institute","CA","Grades 9 and 10","",""
"2017","062949008366","Diamond Technology Institute","CA","Grades 11 and 12","",""
"2017","062949008366","Diamond Technology Institute","CA","Total","",""
"2017","062271008886","Diane S. Leichman Special Education Center","CA","Grades 7 and 8","",""
"2017","062271008886","Diane S. Leichman Special Education Center","CA","Grades 9 and 10","",""
"2017","062271008886","Diane S. Leichman Special Education Center","CA","Grades 11 and 12","",""
"2017","062271008886","Diane S. Leichman Special Education Center","CA","Total","",""
"2017","060006004164","Dickens (Billy Joe) High (Continuation)","CA","Grades 7 and 8","",""
"2017","060006004164","Dickens (Billy Joe) High (Continuation)","CA","Grades 9 and 10","",""
"2017","060006004164","Dickens (Billy Joe) High (Continuation)","CA","Grades 11 and 12","",""
"2017","060006004164","Dickens (Billy Joe) High (Continuation)","CA","Total","",""
"2017","061071014199","Diego Hills Central Public Charter","CA","Grades 7 and 8","",""
"2017","061071014199","Diego Hills Central Public Charter","CA","Grades 9 and 10","",""
"2017","061071014199","Diego Hills Central Public Charter","CA","Grades 11 and 12","",""
"2017","061071014199","Diego Hills Central Public Charter","CA","Total","",""
"2017","061071012509","Diego Hills Charter","CA","Grades 7 and 8","",""
"2017","061071012509","Diego Hills Charter","CA","Grades 9 and 10","",""
"2017","061071012509","Diego Hills Charter","CA","Grades 11 and 12","",""
"2017","061071012509","Diego Hills Charter","CA","Total","",""
"2017","060570013845","Diego Springs Academy","CA","Grades 7 and 8","",""
"2017","060570013845","Diego Springs Academy","CA","Grades 9 and 10","",""
"2017","060570013845","Diego Springs Academy","CA","Grades 11 and 12","",""
"2017","060570013845","Diego Springs Academy","CA","Total","",""
"2017","061914012880","Diego Valley Charter","CA","Grades 7 and 8","",""
"2017","061914012880","Diego Valley Charter","CA","Grades 9 and 10","",""
"2017","061914012880","Diego Valley Charter","CA","Grades 11 and 12","",""
